Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.3 (lin64) Build 2405991 Thu Dec  6 23:36:41 MST 2018
| Date         : Sun Sep  6 09:56:26 2020
| Host         : DESKTOP-VO2BSI1 running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./fpga_project/e-class/core_syn_area.txt
| Design       : fpga_top
| Device       : 7a35ticsg324-1L
| Design State : Synthesized
-------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------+-----------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                         Instance                                        |                  Module                 | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|       c2s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_432 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_addr                                                      |                               FIFO2_433 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_data                                                      |               FIFO2__parameterized0_434 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_addr                                                      |                               FIFO2_435 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_data                                                      |               FIFO2__parameterized1_436 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_resp                                                      |               FIFO2__parameterized2_437 |          5 |          5 |       0 |    0 |     5 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_0                                                               |               FIFO2__parameterized3_438 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_1                                                               |               FIFO2__parameterized3_439 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_2                                                               |               FIFO2__parameterized3_440 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_3                                                               |               FIFO2__parameterized3_441 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_4                                                               |               FIFO2__parameterized3_442 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_sjs_0                                                               |               FIFO2__parameterized7_443 |        168 |        168 |       0 |    0 |     8 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_0                                                               |               FIFO2__parameterized3_444 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_1                                                               |               FIFO2__parameterized3_445 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_2                                                               |               FIFO2__parameterized3_446 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_3                                                               |               FIFO2__parameterized3_447 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_4                                                               |               FIFO2__parameterized3_448 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_sjs_0                                                               |               FIFO2__parameterized7_449 |         20 |         20 |       0 |    0 |     8 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_addr                                           |                               FIFO2_450 |         58 |         58 |       0 |    0 |    46 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_data                                           |               FIFO2__parameterized0_451 |         39 |         39 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_addr                                           |                               FIFO2_452 |        125 |        125 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_data                                           |               FIFO2__parameterized1_453 |         41 |         41 |       0 |    0 |    74 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_resp                                           |               FIFO2__parameterized2_454 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_addr                                              |                               FIFO2_455 |         11 |         11 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_data                                              |               FIFO2__parameterized0_456 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_addr                                              |                               FIFO2_457 |         11 |         11 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_data                                              |               FIFO2__parameterized1_458 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_resp                                              |               FIFO2__parameterized2_459 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_addr                                              |                               FIFO2_460 |         25 |         25 |       0 |    0 |    46 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_data                                              |               FIFO2__parameterized0_461 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_addr                                              |                               FIFO2_462 |          1 |          1 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_data                                              |               FIFO2__parameterized1_463 |         17 |         17 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_resp                                              |               FIFO2__parameterized2_464 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_addr                                              |                               FIFO2_465 |         12 |         12 |       0 |    0 |    20 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_data                                              |               FIFO2__parameterized0_466 |          1 |          1 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_addr                                              |                               FIFO2_467 |         12 |         12 |       0 |    0 |    20 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_data                                              |               FIFO2__parameterized1_468 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_resp                                              |               FIFO2__parameterized2_469 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_rd_addr                                              |                               FIFO2_470 |         14 |         14 |       0 |    0 |    24 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_rd_data                                              |               FIFO2__parameterized0_471 |          1 |          1 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_addr                                              |                               FIFO2_472 |         14 |         14 |       0 |    0 |    24 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_data                                              |               FIFO2__parameterized1_473 |         41 |         41 |       0 |    0 |    74 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_resp                                              |               FIFO2__parameterized2_474 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_rd_addr                                              |                               FIFO2_475 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_rd_data                                              |               FIFO2__parameterized0_476 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_addr                                              |                               FIFO2_477 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_data                                              |               FIFO2__parameterized1_478 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_resp                                              |               FIFO2__parameterized2_479 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       gpio                                                                              |                                  mkgpio |        256 |        256 |       0 |    0 |   290 |      0 |      0 |            0 |
|         (gpio)                                                                          |                                  mkgpio |         32 |         32 |       0 |    0 |   112 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_490 |         99 |         99 |       0 |    0 |    20 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_491 |         39 |         39 |       0 |    0 |    68 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_492 |         43 |         43 |       0 |    0 |    20 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_493 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_494 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       i2c                                                                               |                                   mki2c |        503 |        503 |       0 |    0 |   391 |      0 |      0 |            0 |
|         (i2c)                                                                           |                                   mki2c |        150 |        150 |       0 |    0 |   217 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_485 |         88 |         88 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_486 |        140 |        140 |       0 |    0 |    68 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_487 |         50 |         50 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_488 |         59 |         59 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_489 |         16 |         16 |       0 |    0 |     4 |      0 |      0 |            0 |
|       plic                                                                              |                                  mkplic |       1290 |       1290 |       0 |    0 |   390 |      0 |      0 |            0 |
|         (plic)                                                                          |                                  mkplic |        153 |        153 |       0 |    0 |   176 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_480 |        166 |        166 |       0 |    0 |    46 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_481 |         60 |         60 |       0 |    0 |    57 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_482 |        795 |        795 |       0 |    0 |    73 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_483 |        112 |        112 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_484 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |            0 |
|     pwm_cluster                                                                         |                           mkpwm_cluster |       2582 |       2582 |       0 |    0 |  3600 |      0 |      0 |            0 |
|       (pwm_cluster)                                                                     |                           mkpwm_cluster |          1 |          1 |       0 |    0 |     0 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_addr                                                              |                               FIFO2_217 |         15 |         15 |       0 |    0 |    24 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_data                                                              |               FIFO2__parameterized0_218 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_addr                                                              |                               FIFO2_219 |         15 |         15 |       0 |    0 |    24 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_data                                                              |               FIFO2__parameterized1_220 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_221 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_addr                                                              |                               FIFO2_222 |         15 |         15 |       0 |    0 |    24 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_223 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_addr                                                              |                               FIFO2_224 |         15 |         15 |       0 |    0 |    24 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_225 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_226 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_addr                                                      |                               FIFO2_227 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_data                                                      |               FIFO2__parameterized0_228 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_addr                                                      |                               FIFO2_229 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_data                                                      |               FIFO2__parameterized1_230 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_resp                                                      |               FIFO2__parameterized2_231 |          5 |          5 |       0 |    0 |     5 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_0                                                               |               FIFO2__parameterized3_232 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_1                                                               |               FIFO2__parameterized3_233 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_2                                                               |               FIFO2__parameterized3_234 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_3                                                               |               FIFO2__parameterized3_235 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_4                                                               |               FIFO2__parameterized3_236 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_5                                                               |               FIFO2__parameterized3_237 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_6                                                               |               FIFO2__parameterized3_238 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_sjs_0                                                               |                   FIFO2__parameterized7 |        127 |        127 |       0 |    0 |     8 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_0                                                               |               FIFO2__parameterized3_239 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_1                                                               |               FIFO2__parameterized3_240 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_2                                                               |               FIFO2__parameterized3_241 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_3                                                               |               FIFO2__parameterized3_242 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_4                                                               |               FIFO2__parameterized3_243 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_5                                                               |               FIFO2__parameterized3_244 |          4 |          4 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_6                                                               |               FIFO2__parameterized3_245 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_sjs_0                                                               |               FIFO2__parameterized7_246 |         21 |         21 |       0 |    0 |     8 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_addr                                           |                               FIFO2_247 |         40 |         40 |       0 |    0 |    24 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_data                                           |               FIFO2__parameterized0_248 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_addr                                           |                               FIFO2_249 |         42 |         42 |       0 |    0 |    24 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_data                                           |               FIFO2__parameterized1_250 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_resp                                           |               FIFO2__parameterized2_251 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_addr                                              |                               FIFO2_252 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_data                                              |               FIFO2__parameterized0_253 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_addr                                              |                               FIFO2_254 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_data                                              |               FIFO2__parameterized1_255 |         19 |         19 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_resp                                              |               FIFO2__parameterized2_256 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_addr                                              |                               FIFO2_257 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_data                                              |               FIFO2__parameterized0_258 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_addr                                              |                               FIFO2_259 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_data                                              |               FIFO2__parameterized1_260 |         19 |         19 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_resp                                              |               FIFO2__parameterized2_261 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_addr                                              |                               FIFO2_262 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_data                                              |               FIFO2__parameterized0_263 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_addr                                              |                               FIFO2_264 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_data                                              |               FIFO2__parameterized1_265 |         19 |         19 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_resp                                              |               FIFO2__parameterized2_266 |          7 |          7 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_rd_addr                                              |                               FIFO2_267 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_rd_data                                              |               FIFO2__parameterized0_268 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_addr                                              |                               FIFO2_269 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_data                                              |               FIFO2__parameterized1_270 |         19 |         19 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_3_f_wr_resp                                              |               FIFO2__parameterized2_271 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_rd_addr                                              |                               FIFO2_272 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_rd_data                                              |               FIFO2__parameterized0_273 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_addr                                              |                               FIFO2_274 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_data                                              |               FIFO2__parameterized1_275 |         19 |         19 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_4_f_wr_resp                                              |               FIFO2__parameterized2_276 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_5_f_rd_addr                                              |                               FIFO2_277 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_5_f_rd_data                                              |               FIFO2__parameterized0_278 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_5_f_wr_addr                                              |                               FIFO2_279 |          9 |          9 |       0 |    0 |    14 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_5_f_wr_data                                              |               FIFO2__parameterized1_280 |         21 |         21 |       0 |    0 |    34 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_5_f_wr_resp                                              |               FIFO2__parameterized2_281 |          6 |          6 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_6_f_rd_addr                                              |                               FIFO2_282 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_6_f_rd_data                                              |               FIFO2__parameterized0_283 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_6_f_wr_addr                                              |                               FIFO2_284 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_6_f_wr_data                                              |               FIFO2__parameterized1_285 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_6_f_wr_resp                                              |               FIFO2__parameterized2_286 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       pwm0                                                                              |                                   mkpwm |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm0)                                                                          |                                   mkpwm |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                     UngatedClockMux_400 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                           MakeClock_401 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                        SyncRegister_402 |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                        SyncRegister_402 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_422 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                          MakeResetA_403 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                          MakeResetA_403 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                          SyncResetA_421 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |        SyncRegister__parameterized0_404 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |        SyncRegister__parameterized0_404 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_420 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_405 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_405 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_419 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_406 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_406 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_418 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_407 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_407 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_417 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_408 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_408 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_416 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_409 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_409 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_415 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_410 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_411 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_412 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_413 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_414 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       pwm1                                                                              |                               mkpwm_287 |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm1)                                                                          |                               mkpwm_287 |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                     UngatedClockMux_377 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                           MakeClock_378 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                        SyncRegister_379 |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                        SyncRegister_379 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_399 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                          MakeResetA_380 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                          MakeResetA_380 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                          SyncResetA_398 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |        SyncRegister__parameterized0_381 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |        SyncRegister__parameterized0_381 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_397 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_382 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_382 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_396 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_383 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_383 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_395 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_384 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
